,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque
4345,2014,215000,40000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
4346,2014,225000,35000,Petrol,1,1,First Owner,20.63,1198,67.0,5,104.0
4347,2017,330000,20000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
4348,2007,54000,144000,LPG,1,1,Second Owner,18.2,796,32.8,5,57.0
4349,2014,374000,54043,Petrol,0,0,First Owner,18.9,1197,81.86,5,114.0
4350,2012,549000,66657,Diesel,0,0,First Owner,22.32,1582,126.32,5,260.0
4351,2016,390000,42000,Diesel,1,1,Second Owner,19.09,1405,69.01,5,135.0
4352,2013,455999,35582,Petrol,0,1,First Owner,18.5,1197,82.85,5,114.0
4353,2013,453000,54327,Petrol,0,0,Second Owner,17.2,1197,103.6,5,175.0
4354,2016,579000,7949,Petrol,0,1,First Owner,17.0,1198,73.75,5,110.0
4355,2010,258000,59734,Petrol,0,0,First Owner,16.95,1197,78.9,5,112.0
4356,2012,428000,49185,Petrol,0,1,First Owner,16.8,1497,116.4,5,146.0
4357,2011,262000,56389,Petrol,0,1,First Owner,20.36,1197,78.9,5,112.0
4358,2013,389000,58245,Petrol,0,1,First Owner,16.47,1198,73.9,5,110.0
4359,2015,346000,36422,Petrol,0,1,First Owner,18.44,1198,75.0,5,104.0
4360,2011,339000,42535,Petrol,0,1,First Owner,16.7,1198,88.8,5,110.0
4361,2011,272000,40736,Petrol,0,0,First Owner,16.95,1197,78.9,5,112.0
4362,2012,369000,56246,Petrol,0,1,First Owner,18.6,1197,85.8,5,114.0
4363,2011,277000,55403,Petrol,0,1,First Owner,18.6,1197,85.8,5,114.0
4364,2018,535000,30000,Petrol,1,1,First Owner,20.3,1199,84.0,5,114.0
4365,2015,265000,67000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
4366,2013,400000,70000,Petrol,1,1,First Owner,17.01,1591,121.3,5,155.0
4367,2014,459999,90000,Diesel,1,1,Second Owner,24.0,1120,70.0,5,160.0
4368,2019,667000,7500,Petrol,1,1,First Owner,18.6,1197,81.86,5,115.0
4369,2011,300000,80000,Diesel,1,1,Second Owner,11.57,2179,138.1,7,320.0
4370,2012,229999,186000,Diesel,1,1,First Owner,23.57,1396,70.0,5,140.0
4371,2016,200000,110000,Diesel,1,1,Second Owner,25.0,1396,69.0,5,140.0
4372,2005,150000,120000,Diesel,1,1,Third Owner,17.8,1399,68.0,5,160.0
4373,2012,280000,105358,Diesel,1,1,Third Owner,17.8,1399,67.0,5,160.0
4374,2014,590000,70000,Petrol,1,1,Second Owner,18.6,1197,81.83,5,115.0
4375,2010,142000,49200,Petrol,1,1,Second Owner,19.81,1086,68.05,5,100.0
4376,2017,850000,40000,Petrol,1,1,First Owner,17.4,1497,117.6,5,145.0
4377,2014,600000,40000,Diesel,1,1,Second Owner,24.2,1498,98.6,7,200.0
4378,2017,700000,40000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
4379,2013,200000,70000,Petrol,1,1,First Owner,18.6,1199,79.4,5,108.0
4380,2018,650000,10000,Petrol,1,0,Second Owner,18.9,1197,81.86,5,114.0
4381,2017,3100000,70000,Diesel,1,0,First Owner,15.04,2755,174.5,7,450.0
4382,2016,1500000,100600,Diesel,1,1,Second Owner,13.68,2393,147.8,8,343.0
4383,2012,1800000,50000,Diesel,1,0,First Owner,16.09,1995,184.0,5,380.0
4384,2014,800000,136000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
4385,2017,2100000,48000,Diesel,1,0,Second Owner,17.9,2143,136.0,5,300.0
4386,2010,250000,110000,Diesel,1,1,Third Owner,17.8,1399,68.0,5,160.0
4387,2012,550000,86000,Diesel,1,1,First Owner,19.01,1461,108.45,5,248.0
4388,2009,125000,141000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4389,2011,450000,80000,Petrol,1,1,Third Owner,17.0,1497,118.0,5,146.0
4390,2015,850000,140000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
4391,2014,459999,65000,Diesel,1,1,Second Owner,23.4,1248,74.0,5,190.0
4392,2014,434999,110000,Diesel,1,1,Second Owner,23.4,1248,74.0,5,190.0
4393,2008,120000,100000,Diesel,1,1,Second Owner,17.0,1405,70.0,5,133.0
4394,2015,600000,80000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
4395,2016,780000,35000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
4396,2008,100000,195000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4397,2017,650000,60000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
4398,2004,50000,50000,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
4399,2012,425000,100000,Diesel,1,1,Second Owner,22.32,1582,126.32,5,260.0
4400,2015,500000,70000,Diesel,1,1,First Owner,20.4,1248,91.7,5,209.0
4401,2017,590000,30000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
4402,2016,459999,27000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
4403,2020,578000,5000,Petrol,1,1,First Owner,21.21,1197,81.8,5,113.0
4404,2012,550000,110000,Diesel,1,1,Second Owner,20.77,1248,88.76,7,200.0
4405,2013,465000,80000,Petrol,1,1,Second Owner,16.8,1497,116.3,5,146.0
4406,2018,890000,80000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
4407,2014,250000,110000,Diesel,1,1,First Owner,20.8,1461,65.0,5,160.0
4408,2018,270000,20000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
4409,2012,265000,60000,Petrol,1,1,First Owner,19.4,1198,86.8,5,109.0
4410,2011,160000,25000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4411,2018,335000,30000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4412,2015,615000,60000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
4413,2014,684000,60000,Diesel,1,1,Second Owner,20.77,1248,88.8,7,200.0
4414,2014,680000,64000,Diesel,1,1,Second Owner,20.77,1248,88.8,7,200.0
4415,2014,500000,120000,Diesel,1,1,First Owner,20.45,1461,83.8,5,200.0
4416,2014,520000,120000,Diesel,1,1,First Owner,20.45,1461,83.8,5,200.0
4417,2018,675000,60000,Diesel,1,1,First Owner,24.4,1498,98.63,5,215.0
4418,2011,1350000,81500,Diesel,1,0,Second Owner,14.84,2143,167.62,5,400.0
4419,2011,1350000,80000,Diesel,1,0,First Owner,15.8,2148,170.0,5,412.0
4420,2019,1200000,15000,Diesel,1,1,First Owner,20.0,1497,115.0,5,300.0
4421,2019,1090000,16500,Petrol,0,1,First Owner,17.0,1197,110.0,5,200.0
4422,2009,142000,110000,Petrol,1,1,First Owner,20.36,1197,78.9,5,112.0
4423,2017,957000,60000,Diesel,1,1,First Owner,21.38,1396,88.7,5,220.0
4424,2011,265000,60000,Diesel,1,1,First Owner,19.3,1248,73.9,5,190.0
4425,2016,395000,40000,Petrol,1,1,Second Owner,16.2,1199,74.0,5,110.0
4426,2016,385000,40000,Petrol,1,1,Second Owner,16.2,1199,74.0,5,110.0
4427,2009,142000,70000,Petrol,1,1,Second Owner,18.9,1061,67.0,5,84.0
4428,2009,160000,35000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
4429,2012,180000,50000,Diesel,1,1,Third Owner,19.09,1396,69.0,5,135.0
4430,2012,200000,30078,Petrol,0,1,First Owner,15.3,1396,70.0,5,122.0
4431,2012,250000,44588,Petrol,0,1,First Owner,21.1,814,55.2,5,75.0
4432,2015,400000,49907,Petrol,0,1,First Owner,21.63,998,67.04,5,90.0
4433,2013,371000,67082,Petrol,0,1,Second Owner,21.21,1197,81.8,5,113.0
4434,2016,570000,112879,Diesel,0,1,Second Owner,23.0,1498,98.96,5,205.0
4435,2013,300000,80000,Petrol,1,1,Second Owner,19.4,1198,86.8,5,109.0
4436,2018,949000,10200,Petrol,1,1,First Owner,17.4,1497,117.6,5,145.0
4437,2018,750000,60000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
4438,2017,350000,20000,Petrol,1,1,Second Owner,23.1,998,67.04,5,90.0
4439,2017,1250000,60000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
4440,2013,235000,40000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
4441,2016,500000,60000,Petrol,1,1,First Owner,20.4,1197,81.8,5,113.0
4442,2014,380000,70000,Diesel,1,1,Second Owner,23.4,1248,74.0,5,190.0
4443,2010,160000,100000,Petrol,1,1,Third Owner,20.92,998,67.1,5,90.0
4444,2017,339000,25000,Petrol,1,1,First Owner,20.3,998,68.05,5,95.0
4445,2011,229999,100000,Petrol,1,1,First Owner,15.3,1596,99.6,5,146.0
4446,2016,400000,35000,Diesel,1,1,First Owner,25.32,1198,77.0,6,190.0
4447,2018,470000,25000,Diesel,1,1,First Owner,25.4,1186,73.97,5,191.0
4448,2003,45000,58000,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
4449,2019,575000,20000,Petrol,1,1,First Owner,19.4,1194,94.93,5,120.0
4450,2019,325000,1300,Petrol,1,1,First Owner,22.5,999,67.0,5,91.0
4451,2014,350000,15000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
4452,2016,300000,25000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4453,2014,540000,150000,Diesel,1,1,First Owner,19.01,1461,108.5,5,248.0
4454,2018,580000,10000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
4455,2015,1000000,70000,Diesel,1,1,First Owner,19.67,1582,126.2,5,260.0
4456,2017,459999,80000,Diesel,1,1,First Owner,22.95,1248,74.0,5,190.0
4457,2015,635000,50000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
4458,2014,650000,83000,Diesel,1,1,Third Owner,22.32,1582,126.32,5,260.0
4459,2015,350000,60000,Petrol,1,1,Third Owner,15.8,1172,67.1,5,96.0
4460,2008,320000,175802,Diesel,1,1,Third Owner,19.3,1248,73.9,5,190.0
4461,2006,450000,192000,Diesel,1,1,Fourth & Above Owner,12.8,2494,102.0,8,201.0
4462,2011,227000,73840,Petrol,1,1,First Owner,15.04,1598,103.6,5,153.0
4463,2013,300000,75000,Petrol,1,1,Third Owner,18.9,1197,82.0,5,114.0
4464,2011,400000,320000,Diesel,1,1,Third Owner,12.05,2179,120.0,8,290.0
4465,2015,550000,120000,Diesel,1,1,Second Owner,20.34,1498,103.2,5,250.0
4466,2017,900000,40000,Diesel,1,0,First Owner,21.66,1498,108.6,5,250.0
4467,2014,210000,70000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
4468,2016,650000,30000,Diesel,1,1,First Owner,19.64,1461,108.45,5,245.0
4469,2014,680000,120000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
4470,2019,390000,25000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
4471,2016,260000,80000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4472,2013,450000,67000,Petrol,1,1,First Owner,19.1,1197,85.8,5,114.0
4473,2008,130000,120000,Petrol,1,1,Second Owner,19.81,1086,68.05,5,100.0
4474,2019,890000,9000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
4475,2014,3500000,60000,Diesel,1,0,First Owner,11.0,2982,170.3,7,410.0
4476,2014,750000,80000,Diesel,1,1,Second Owner,25.1,1498,98.6,5,200.0
4477,2011,350000,120000,Diesel,1,1,Second Owner,12.2,2499,80.0,10,187.0
4478,2019,2000000,24857,Petrol,0,0,Test Drive Car,16.5,1799,139.46,5,174.0
4479,2017,270000,26442,Petrol,1,1,First Owner,20.3,998,68.05,5,95.0
4480,2017,700000,35000,Petrol,1,1,First Owner,17.5,1373,91.1,7,130.0
4481,2010,130000,28000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4482,2015,650000,80000,Diesel,1,1,First Owner,20.77,1248,88.8,7,200.0
4483,2005,55000,39000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
4484,2017,475000,20000,Petrol,1,0,First Owner,20.51,998,67.0,5,90.0
4485,2013,325000,50000,Diesel,1,1,First Owner,21.64,1461,84.8,5,200.0
4486,2015,390000,15000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
4487,2019,650000,15000,Petrol,1,0,First Owner,22.0,1197,81.8,5,113.0
4488,2014,600000,70000,Diesel,1,1,First Owner,26.0,1498,98.6,5,200.0
4489,2012,170000,80000,Petrol,1,1,First Owner,16.2,995,62.1,5,91.0
4490,2013,499000,80000,Diesel,1,1,First Owner,15.96,2523,63.0,9,180.0
4491,2020,600000,5000,Petrol,1,1,First Owner,21.21,1197,81.8,5,113.0
4492,2017,400000,50000,Petrol,1,1,First Owner,18.5,1198,86.8,5,109.0
4493,2017,700000,65000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
4494,2017,800000,35000,Diesel,1,1,First Owner,27.39,1248,74.0,5,190.0
4495,2015,600000,90000,Diesel,1,1,First Owner,27.3,1498,98.6,5,200.0
4496,2016,580000,100000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
4497,2016,350000,15000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4498,2011,204999,147000,Diesel,1,1,First Owner,20.0,1399,68.0,5,160.0
4499,2017,1350000,20000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
4500,2009,310000,120000,Diesel,1,1,Second Owner,23.0,1396,90.0,5,220.0
4501,2011,700000,250000,Diesel,1,1,Second Owner,12.8,2494,102.0,7,201.0
4502,2016,459999,69000,Diesel,1,1,Second Owner,25.83,1498,99.0,5,215.0
4503,2017,860000,80000,Diesel,1,1,First Owner,28.09,1248,88.5,5,200.0
4504,2012,275000,97000,LPG,1,1,Third Owner,31.73,1086,68.1,5,100.0
4505,2016,390000,15000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4506,2005,110000,50800,Petrol,0,1,Second Owner,19.7,796,46.3,5,62.0
4507,2018,5830000,30000,Diesel,1,0,First Owner,17.09,2993,261.4,4,620.0
4508,2018,665000,40142,Diesel,0,1,First Owner,24.4,1120,71.0,5,181.0
4509,2016,390000,62000,Diesel,0,1,First Owner,25.32,1198,77.0,5,190.0
4510,2019,685000,4300,Petrol,0,1,First Owner,18.6,1197,81.86,5,117.0
4511,2019,595000,14548,Petrol,0,1,First Owner,21.21,1197,81.8,5,113.0
4512,2018,900000,44772,Diesel,0,1,Second Owner,23.0,1498,98.96,5,205.0
4513,2018,950000,48500,Diesel,0,1,First Owner,25.47,1248,88.5,7,200.0
4514,2017,570000,28782,Petrol,0,1,First Owner,18.6,1197,81.83,5,115.0
4515,2018,910000,36500,Diesel,0,1,First Owner,24.3,1248,88.5,5,200.0
4516,2018,751000,44885,Diesel,0,1,First Owner,26.59,1248,74.0,5,190.0
4517,2009,135000,110000,Diesel,1,1,Second Owner,17.0,1405,71.0,5,135.0
4518,2019,925000,50000,Diesel,0,1,First Owner,24.52,1248,88.5,7,200.0
4519,2016,725000,66000,Diesel,0,1,First Owner,20.77,1248,88.8,7,200.0
4520,2013,550000,65000,Diesel,0,1,First Owner,20.77,1248,88.76,7,200.0
4521,2013,750000,95000,Diesel,0,1,First Owner,12.8,2494,102.0,7,201.0
4522,2013,475000,55000,Petrol,0,1,Second Owner,17.0,1497,118.0,5,146.0
4523,2017,325000,65000,Petrol,0,1,First Owner,19.02,1198,67.05,7,104.0
4524,2017,725000,76000,Diesel,0,1,First Owner,25.47,1248,88.5,7,200.0
4525,2017,625000,70000,Diesel,0,1,First Owner,23.4,1248,74.0,5,190.0
4526,2014,470000,89000,Diesel,0,1,First Owner,22.9,1248,74.0,5,190.0
4527,2017,1750000,98000,Diesel,0,1,First Owner,13.68,2393,147.51,7,343.0
4528,2016,1650000,90000,Diesel,0,1,First Owner,13.68,2393,147.51,7,343.0
4529,2013,380000,57000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
4530,2017,650000,70000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
4531,2016,275000,49200,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
4532,2008,200000,60000,Petrol,1,1,Second Owner,19.81,1086,68.05,5,100.0
4533,2015,315000,120000,Petrol,1,1,Second Owner,15.37,1196,73.0,5,101.0
4534,2004,90000,110000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
4535,2007,120000,70000,Petrol,1,1,Second Owner,18.9,1061,67.0,5,84.0
4536,2006,90000,168000,Petrol,1,1,Second Owner,18.9,998,67.1,5,90.0
4537,2018,1500000,30000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
4538,2015,370000,60000,Diesel,1,1,First Owner,24.0,1120,70.0,5,160.0
4539,2016,595000,131111,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
4540,2007,150000,120000,Diesel,1,1,Second Owner,19.2,1461,65.0,5,157.0
4541,2016,310000,23400,Petrol,1,1,Second Owner,23.95,998,67.1,5,90.0
4542,2018,385000,50000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
4543,2014,750000,90000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
4544,2019,521000,3010,Petrol,1,0,First Owner,20.3,1086,68.0,5,99.0
4545,2010,180000,80000,Diesel,1,1,First Owner,21.12,1248,88.8,5,200.0
4546,2011,220000,155000,Diesel,1,1,Second Owner,17.8,1399,68.0,5,160.0
4547,1998,40000,70000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
4548,2018,540000,4000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
4549,2007,140000,35000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4550,2003,200000,121000,Petrol,1,1,First Owner,17.3,993,60.0,5,78.0
4551,2015,650000,110000,Diesel,1,1,Second Owner,22.77,1498,98.59,5,205.0
4552,2010,305000,175000,Diesel,1,1,Third Owner,17.8,1248,75.0,5,190.0
4553,2008,200000,163000,Diesel,1,1,First Owner,17.8,1399,68.0,5,160.0
4554,2008,200000,163000,Diesel,1,1,First Owner,17.8,1399,68.0,5,160.0
4555,2010,465000,77088,Diesel,1,1,First Owner,14.0,2489,95.0,8,220.0
4556,2016,570000,136511,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
4557,2015,570000,80000,Petrol,1,1,First Owner,16.02,1373,93.7,7,130.0
4558,2015,650000,60000,Petrol,1,1,First Owner,16.02,1373,93.7,7,130.0
4559,2016,620000,36000,Petrol,1,1,First Owner,20.85,1197,83.14,5,115.0
4560,2012,250000,65000,Petrol,1,1,Second Owner,18.9,998,67.1,5,90.0
4561,2012,300000,60000,LPG,1,1,First Owner,43.75,998,58.2,5,77.0
4562,2013,300000,82500,Diesel,1,1,First Owner,20.3,1248,75.0,5,197.0
4563,2018,810000,30000,Diesel,1,1,Second Owner,23.0,1498,98.96,5,205.0
4564,2011,270000,100000,Diesel,1,1,Third Owner,18.3,1991,147.9,5,327.0
4565,2015,470000,70000,Diesel,1,1,Second Owner,26.59,1248,74.0,5,190.0
4566,2017,400000,85000,Diesel,1,1,First Owner,20.65,1248,88.7,5,190.0
4567,2014,300000,60000,Petrol,1,1,Second Owner,20.51,998,67.04,5,90.0
4568,2015,170000,20000,Petrol,1,1,Third Owner,22.74,796,47.3,5,69.0
4569,2009,121000,100000,Diesel,1,1,Second Owner,13.0,2489,95.0,8,220.0
4570,2016,650000,80000,Diesel,1,1,Second Owner,24.3,1248,88.5,5,200.0
4571,2017,350000,35000,Petrol,1,1,First Owner,17.57,1193,88.7,5,140.0
4572,2013,125000,139000,Diesel,1,1,First Owner,25.44,936,57.6,5,150.0
4573,2005,80000,90000,Petrol,1,0,Second Owner,19.7,796,46.3,5,62.0
4574,2008,250000,100000,Petrol,1,1,First Owner,17.7,1497,78.0,5,125.0
4575,2011,225000,90000,Diesel,1,1,First Owner,20.54,1598,103.6,5,250.0
4576,2007,215000,105000,Diesel,1,1,Second Owner,13.6,2523,63.0,7,180.0
4577,2017,450000,40000,Diesel,1,1,Second Owner,25.4,1186,73.97,5,191.0
4578,2017,509999,90000,Petrol,1,1,First Owner,20.14,1197,81.86,5,114.0
4579,2015,245000,36710,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
4580,2016,620000,28180,Diesel,0,1,First Owner,23.65,1248,88.5,5,200.0
4581,2019,1700000,15000,Diesel,1,1,First Owner,17.0,1956,138.1,5,350.0
4582,2019,590000,4000,Petrol,1,1,First Owner,19.72,1198,67.0,7,104.0
4583,2014,370000,30000,Diesel,1,1,First Owner,23.2,1248,73.94,5,190.0
4584,2013,350000,15000,Petrol,1,1,First Owner,18.6,1197,85.8,5,114.0
4585,2018,450000,56000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
4586,2017,600000,19000,Petrol,1,1,First Owner,17.19,1197,81.86,5,115.0
4587,2016,2400000,30000,Diesel,1,0,First Owner,12.62,2198,158.0,7,385.0
4588,2017,450000,70000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
4589,2009,150000,30000,Diesel,1,1,First Owner,19.09,1396,69.0,5,135.0
4590,2019,400000,15000,Petrol,1,1,First Owner,15.37,1196,73.0,5,101.0
4591,2013,185000,85000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
4592,2018,625000,50000,Petrol,1,0,First Owner,22.0,1197,81.8,5,113.0
4593,2019,700000,20000,Petrol,1,1,First Owner,17.19,1197,81.86,5,115.0
4594,2017,390000,25000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
4595,2018,625000,25000,Petrol,1,1,First Owner,17.0,1198,108.5,5,170.0
4596,2014,400000,50000,Petrol,1,1,First Owner,19.1,1197,85.8,5,114.0
4597,2009,400000,90000,Petrol,1,0,First Owner,14.53,1794,138.1,5,173.0
4598,2019,620000,100000,Petrol,1,1,First Owner,17.57,1193,88.7,5,140.0
4599,2008,190000,180000,Diesel,1,1,Second Owner,17.8,1399,67.0,5,160.0
4600,2013,210000,50000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
4601,2012,270000,80000,Diesel,1,1,Third Owner,23.2,1248,73.94,5,190.0
4602,1999,45000,100000,Petrol,1,1,Third Owner,17.3,993,60.0,5,78.0
4603,2014,220000,93000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
4604,2014,550000,11500,Diesel,1,1,First Owner,15.96,2523,63.0,9,180.0
4605,2015,650000,50000,Diesel,1,1,First Owner,14.95,2489,93.7,9,218.0
4606,2012,550000,120000,Petrol,1,1,First Owner,16.8,1497,116.3,5,146.0
4607,2010,225000,100000,Diesel,1,1,Second Owner,17.8,1399,68.0,5,160.0
4608,2004,40000,57000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
4609,2016,280000,60000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
4610,2017,570000,44077,Petrol,0,0,First Owner,17.01,1499,110.5,5,136.0
4611,2017,290000,90000,Petrol,1,1,Second Owner,24.7,796,47.3,5,69.0
4612,2018,720000,50000,Diesel,1,1,Second Owner,21.19,1396,88.73,5,220.0
4613,2017,800000,60000,Diesel,1,1,First Owner,22.77,1498,98.59,5,205.0
4614,2012,265000,20000,Petrol,1,1,Third Owner,19.81,1086,68.05,5,100.0
4615,2010,135000,90000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
4616,2016,350000,70000,Diesel,1,1,Second Owner,25.83,1498,99.0,5,215.0
4617,2016,490000,80000,Diesel,1,1,First Owner,18.2,1248,73.74,8,173.0
4618,2012,450000,72000,Diesel,1,1,Second Owner,22.32,1582,126.32,5,260.0
4619,2016,950000,50000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
4620,2012,355000,90000,Petrol,1,1,Second Owner,17.5,1298,85.8,5,114.0
4621,2019,700000,17000,Petrol,1,1,First Owner,18.6,1197,81.86,5,115.0
4622,2012,459999,70000,Diesel,1,1,First Owner,12.05,2179,120.0,8,290.0
4623,2006,85000,60000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4624,2016,290000,15000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
4625,2019,1000000,72000,Diesel,1,1,First Owner,25.5,1498,98.6,5,200.0
4626,2008,85000,25000,Petrol,1,1,Second Owner,16.84,1193,64.4,5,100.0
4627,2003,65000,114000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
4628,2005,75000,120000,Petrol,1,1,First Owner,13.0,1493,100.0,5,129.0
4629,2003,100000,250000,Diesel,1,1,Second Owner,18.7,1896,66.0,5,210.0
4630,2009,170000,55768,Diesel,1,1,First Owner,17.0,1405,71.0,5,135.0
4631,2017,525000,40000,Petrol,1,0,First Owner,18.9,1197,81.86,5,114.0
4632,2020,265000,70000,Petrol,1,1,Second Owner,21.79,998,67.05,5,90.0
4633,2018,459999,50000,Petrol,1,1,First Owner,20.3,1199,84.0,5,114.0
4634,2017,250000,20000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
4635,2013,395000,70000,Diesel,1,1,Second Owner,23.4,1248,74.0,5,190.0
4636,2014,375000,60000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
4637,2009,120000,120000,Diesel,1,1,First Owner,17.0,1405,71.0,5,135.0
4638,2011,290000,110000,Diesel,1,1,Second Owner,21.1,1248,73.9,5,113.0
4639,2017,409999,60000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
4640,2009,200000,30000,Petrol,1,1,First Owner,16.5,995,63.0,5,91.0
4641,2018,900000,35000,Diesel,1,1,First Owner,21.13,1498,108.6,5,250.0
4642,2003,50000,50000,Petrol,1,1,Third Owner,16.1,796,37.0,4,59.0
4643,2012,450000,100000,Diesel,1,1,First Owner,19.01,1461,108.45,5,248.0
4644,2012,650000,80000,Diesel,1,1,Third Owner,15.1,2179,140.0,7,330.0
4645,2014,300000,84000,Diesel,1,1,Second Owner,20.14,1498,88.5,5,230.0
4646,2014,425000,60000,Diesel,1,1,First Owner,25.01,1498,89.75,5,204.0
4647,1998,55000,50000,Petrol,1,1,Second Owner,17.3,993,60.0,5,78.0
4648,2011,200000,60000,Petrol,1,1,Second Owner,20.36,1197,78.9,5,112.0
4649,2015,975000,100000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
4650,2013,450000,70000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
4651,2014,600000,82500,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
4652,2014,550000,76000,Diesel,1,1,First Owner,15.96,2523,62.1,9,195.0
4653,2011,180000,87000,Diesel,1,1,First Owner,18.0,1248,75.0,5,190.0
4654,2010,300000,120000,Diesel,1,1,First Owner,14.0,2498,112.0,7,260.0
4655,2016,350000,70000,Petrol,1,1,Second Owner,17.57,1193,88.7,5,140.0
4656,2010,200000,188000,Diesel,1,1,Second Owner,21.12,1248,88.8,5,200.0
4657,2014,350000,120000,Diesel,1,1,Second Owner,18.2,1248,73.8,8,173.0
4658,2015,650000,80000,Petrol,1,1,First Owner,17.4,1497,117.3,5,145.0
4659,2010,150000,123278,Petrol,1,1,Second Owner,20.36,1197,78.9,5,112.0
4660,2012,220000,110000,Diesel,1,1,First Owner,20.0,1399,68.0,5,160.0
4661,2013,250000,110000,Diesel,1,1,First Owner,20.0,1399,68.1,5,160.0
4662,2015,1050000,65000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
4663,2015,3000000,70000,Diesel,1,0,Second Owner,16.36,2179,187.7,5,450.0
4664,2012,200000,90000,Diesel,1,1,Third Owner,11.57,2179,138.1,7,320.0
4665,2016,262000,50000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
4666,2018,299000,33000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
